C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,Label,gbdt_leaf_0,gbdt_leaf_1,gbdt_leaf_2,gbdt_leaf_3,gbdt_leaf_4,gbdt_leaf_5,gbdt_leaf_6,gbdt_leaf_7,gbdt_leaf_8,gbdt_leaf_9
05db9164,d833535f,b00d1501,d16679b9,25c83c98,fbad5c96,65c53f25,0b153874,a73ee510,3b08e48b,ad2bc6f4,e0d76380,39ccb769,1adce6ef,2ee9f086,1203a270,d4bb7bd8,7b49e3d2,-1,-1,73d06dde,c9d4222a,32c7478e,aee52b6f,-1,-1,0.0,0.0003813882532418001,0.001300543863797588,0.22727272727272727,0.00015661691699106397,0.0,0.0006027727546714888,0.032846715328467155,0.0035473572188719402,0.0,0.02631578947368421,0.0,0.025940337224383915,0,31,25,20,26,26,37,29,42,25,30
439a44a4,5dac953d,d032c263,c18be181,4cf72387,6f6d9be8,af0809a5,5b392875,7cc72ec2,3b08e48b,9e12e146,dfbb09fb,025225f2,b28479f6,20e0957a,84898b2a,2005abd1,befd6e69,-1,-1,0014c32a,-1,be7c41b4,3b183c5c,-1,-1,0.0,0.0002542588354945334,0.00023646252069047056,0.0,0.0,0.0,0.0,0.0018248175182481751,0.0,0.0,0.0,0.0,0.0,0,16,17,0,9,21,46,0,6,15,6
5a9ed9b0,52d631d9,d032c263,c18be181,30903e74,7e0ccccf,03dda6cf,5b392875,a73ee510,5ae197ee,3289d3e1,dfbb09fb,5a777c73,64c94865,35e4d583,84898b2a,e5ba7672,9943b99f,-1,-1,0014c32a,-1,3a171ecb,3b183c5c,-1,-1,0.010416666666666666,0.0003813882532418001,0.00023646252069047056,0.022727272727272728,0.008518384265023403,0.0,0.0006027727546714888,0.018248175182481754,0.000354735721887194,0.2,0.02631578947368421,0.0,0.0025940337224383916,0,21,38,30,20,4,38,3,3,21,28
1464facd,09e68b86,f1172b4e,eeb6e97e,25c83c98,7e0ccccf,197b4575,f504a6f4,a73ee510,6c47047a,24f22538,4ed8ca84,e40e52ae,b28479f6,6f73304a,63669a77,8efede7f,479030a6,2cb1577b,5840adea,912e8ffc,c9d4222a,3a171ecb,41be4766,e8b83407,d8a062c4,0.0,0.0002542588354945334,0.0015370063844880586,0.1590909090909091,0.0014489527351814785,0.003017891787023065,0.2109704641350211,0.012773722627737226,0.07626818020574672,0.0,0.2894736842105263,0.13131313131313133,0.01815823605706874,1,2,2,3,3,2,3,4,4,4,5
05db9164,38a947a1,1c8bc12d,bb729a93,25c83c98,fbad5c96,0433a7db,5b392875,a73ee510,3b08e48b,418037d7,8f4497cb,b0bfed6d,07d13a8f,ff4a3566,b031d057,e5ba7672,9d83e7f2,-1,-1,21756f76,-1,423fab69,2d794282,-1,-1,0.0,0.0001271294177472667,0.0,0.0,0.0095950024428299,0.02371200689803837,0.010849909584086798,0.0018248175182481751,0.001951046470379567,0.0,0.15789473684210525,0.0,0.0,1,8,27,2,2,10,5,17,12,2,2
05db9164,b78edce9,b00d1501,d16679b9,25c83c98,7e0ccccf,40947335,0b153874,a73ee510,4ad48afc,50e62a3b,e0d76380,c74b4c8b,b28479f6,2b9e95e8,1203a270,e5ba7672,66fcfcc7,-1,-1,73d06dde,-1,32c7478e,aee52b6f,-1,-1,0.0,0.023010424612255276,0.0015370063844880586,0.1590909090909091,0.0317646687995461,0.03578357404613063,0.0012055455093429777,0.05291970802919708,0.025718339836821567,0.0,0.02631578947368421,0.0,0.03761348897535668,0,29,27,47,34,29,49,12,36,36,47
5a9ed9b0,0468d672,ae06bf90,b125f81c,25c83c98,fbad5c96,abd8170f,5b392875,a73ee510,f58bdac5,fc08b537,c15e7f3e,84a05605,b28479f6,234191d3,98334731,1e88c74f,9880032b,21ddcdc9,5840adea,845453b6,-1,32c7478e,ce327ac7,ea9a246c,aa5f0a15,0.0,0.001271294177472667,0.0067391818396784105,0.05681818181818182,0.00301019684480938,0.0,0.0006027727546714888,0.009124087591240875,0.001064207165661582,0.0,0.02631578947368421,0.0,0.006485084306095979,0,26,29,17,17,23,23,40,39,16,7
05db9164,4f25e98b,dca5d15a,794fc893,b0530c50,fbad5c96,fe4dce68,5b392875,a73ee510,ab9e9acf,68357db6,befd9d25,768f6658,07d13a8f,dfab705f,b2ae3c75,27c07bd6,7ef5affa,c79aad78,a458ea53,4ed90330,-1,32c7478e,3fdb382b,001f3601,49d68486,0.0,0.0008899059242308669,0.002482856467249941,0.45454545454545453,0.0042227466864194416,0.010562621254580727,0.0024110910186859553,0.038321167883211674,0.00886839304717985,0.0,0.05263157894736842,0.030303030303030304,0.055771725032425425,0,38,46,33,10,34,32,30,7,7,10
05db9164,86d4fccc,b009d929,c7043c4b,43b19349,fbad5c96,ec945943,0b153874,a73ee510,abb4a95b,633b9489,3563ab62,cc0946cf,1adce6ef,b27dd6c7,b688c8cc,e5ba7672,be645006,21ddcdc9,5840adea,2754aaf1,8ec974f4,32c7478e,3b183c5c,001f3601,aa86a675,0.0,0.09954233409610982,0.0,0.022727272727272728,0.003369726245449244,0.005173528777753826,0.006630500301386378,0.012773722627737226,0.0039020929407591345,0.0,0.05263157894736842,0.0,0.0025940337224383916,1,21,15,37,4,12,18,19,13,11,14
68fd1e64,08d6d899,9143c832,f56b7dd5,25c83c98,fbad5c96,19fa9bdd,0b153874,a73ee510,96fa0723,86f426fa,ae1bb660,7ffad306,b28479f6,bfef54b3,bad5ee18,3486227d,87c6f83c,-1,-1,0429f84b,-1,32c7478e,c0d61a5c,-1,-1,0.010416666666666666,0.0038138825324180014,0.0005911563017261764,0.18181818181818182,0.004644331846621803,0.21987497305453763,0.0012055455093429777,0.03467153284671533,0.03760198652004257,0.2,0.05263157894736842,0.010101010101010102,0.025940337224383915,0,45,46,47,36,34,28,49,20,49,47
1a5f926e,38a947a1,85bfa04a,c047619e,43b19349,-1,511c5ce8,0b153874,a73ee510,faa8cda2,28b2a54d,7ad7569f,c08ec9d3,cfef1c29,3836890c,a14a85f0,d4bb7bd8,f6942533,-1,-1,6f48bf30,-1,32c7478e,d6689ddc,-1,-1,0.03125,0.0011441647597254002,0.0020099314258689997,0.09090909090909091,0.0006392728246993743,0.0043112739814615214,0.0018083182640144665,0.014598540145985401,0.001418942887548776,0.4,0.05263157894736842,0.0,0.010376134889753566,1,18,25,28,26,25,24,34,18,35,37
3b65d647,4c2bc594,d032c263,c18be181,25c83c98,fbad5c96,cd98cc3d,0b153874,a73ee510,493b74f2,dcc84468,dfbb09fb,b72482f5,8ceecbc8,7ac43a46,84898b2a,e5ba7672,bc48b783,-1,-1,0014c32a,-1,55dd3565,3b183c5c,-1,-1,0.0,0.0007627765064836002,0.00023646252069047056,0.022727272727272728,0.000266938267324392,0.036861392541496014,0.0012055455093429777,0.0364963503649635,0.03494146860588861,0.0,0.05263157894736842,0.010101010101010102,0.0025940337224383916,0,29,11,14,39,29,27,13,36,6,38
be589b51,6ffd49b0,77f2f2e5,d16679b9,25c83c98,7e0ccccf,a012896e,1f89b562,a73ee510,e2549837,2d6f299a,9f32b866,f0e0f335,07d13a8f,53ea480e,31ca40b6,e5ba7672,fcea3412,-1,-1,dfcfc3fa,-1,32c7478e,aee52b6f,-1,-1,0.010416666666666666,0.0003813882532418001,0.0010640813431071175,0.045454545454545456,0.0031589336653480636,0.016813968527699934,0.0036166365280289334,0.07846715328467153,0.012593118126995389,0.2,0.05263157894736842,0.0,0.03761348897535668,0,23,22,19,18,4,31,18,24,7,10
05db9164,1550810c,12970416,971b9e1f,43b19349,fe6b92e5,fda1a50f,062b5529,a73ee510,3b08e48b,d2b7c44b,e90a010f,68637c0d,b28479f6,465dad55,a8a75566,e5ba7672,6e200add,21ddcdc9,5840adea,55e899dd,-1,bcdee96c,3b425be9,010f6491,2fede552,0.010416666666666666,0.10195779303330789,0.0,0.03409090909090909,0.0021433862350475168,0.009269239060142272,0.010849909584086798,0.014598540145985401,0.016317843206810925,0.2,0.10526315789473684,0.0,0.009079118028534372,0,23,15,5,4,12,26,11,13,27,42
8cf07265,4f25e98b,5d29fa07,442264e6,4cf72387,7e0ccccf,705feb79,0b153874,a73ee510,efea433b,cff871dc,bb5e7d9c,64533206,07d13a8f,dfab705f,de1319ae,e5ba7672,7ef5affa,21ddcdc9,a458ea53,ec3cc892,ad3062eb,32c7478e,224416f0,001f3601,f97b8737,0.19791666666666666,0.0003813882532418001,0.0004729250413809411,0.09090909090909091,0.0007653543679374636,0.0017245095925846087,0.011452682338758288,0.014598540145985401,0.001418942887548776,0.4,0.05263157894736842,0.0,0.010376134889753566,0,14,21,10,40,1,1,26,28,22,1
241546e0,e112a9de,4098d6ac,22504558,4cf72387,fe6b92e5,468f29c4,0b153874,a73ee510,9379862f,16ef27ce,90edbc51,f3a2b604,1adce6ef,a1fa3e9c,9e0369ab,e5ba7672,63226d20,-1,-1,405920eb,-1,32c7478e,8f079aa5,-1,-1,0.0,0.0002542588354945334,0.00023646252069047056,0.09090909090909091,0.012088067957951804,0.0,0.0006027727546714888,0.014598540145985401,0.0024831500532103584,0.0,0.02631578947368421,0.0,0.010376134889753566,0,22,12,23,20,16,0,3,3,21,21
a14cf13a,d833535f,77f2f2e5,d16679b9,25c83c98,fe6b92e5,970f01b2,1f89b562,7cc72ec2,3b08e48b,36bccca0,9f32b866,80467802,b28479f6,a66dcf27,31ca40b6,2005abd1,7b49e3d2,-1,-1,dfcfc3fa,-1,bcdee96c,aee52b6f,-1,-1,0.0,0.4378337147215865,0.00023646252069047056,0.022727272727272728,0.0,0.0,0.0006027727546714888,0.005474452554744526,0.000532103582830791,0.0,0.02631578947368421,0.0,0.0038910505836575876,0,0,20,0,27,25,0,44,37,0,31
05db9164,a7e699d4,35f0e336,da0953e9,25c83c98,7e0ccccf,5417eef9,5b392875,a73ee510,bc743bbf,0ced815c,1dd8fbff,fac4c83d,07d13a8f,a8e45647,2e7e4f87,1e88c74f,387f058a,-1,-1,2683ca3d,-1,dbb486d7,39cccfb7,-1,-1,0.010416666666666666,0.0003813882532418001,0.003428706550011823,0.011363636363636364,0.007126562229121684,0.07587842207372279,0.006027727546714889,0.03102189781021898,0.020397304008513653,0.2,0.07894736842105263,0.0,0.01815823605706874,0,5,45,19,15,42,48,37,38,30,20
05db9164,dd8c896e,2790f337,13508380,43b19349,7e0ccccf,6da4fad5,0b153874,a73ee510,3b08e48b,90b202b5,2ee6c622,3a9dafb8,07d13a8f,95275a51,3bce7bb5,e5ba7672,3182300e,2b558521,b1252a9d,f7e23ca3,-1,3a171ecb,45ab94c8,010f6491,c84c4aec,0.2604166666666667,0.07615052123061275,0.0,0.06818181818181819,5.614568722321161e-05,0.0015089458935115326,0.01506931886678722,0.01094890510948905,0.001241575026605179,0.4,0.05263157894736842,0.0,0.009079118028534372,1,35,21,10,4,15,10,26,28,11,14
8cf07265,80e26c9b,af6ad049,99944ac5,25c83c98,7e0ccccf,3115c52f,0b153874,a73ee510,aadb34d7,0283b01a,58ec1f5f,49cc0ddb,07d13a8f,f3635baf,f5697bfb,07c540c4,f54016b9,21ddcdc9,b1252a9d,9bc73f34,-1,3a171ecb,2bb26daa,e8b83407,87d8715a,0.03125,0.0005085176709890668,0.00035469378103570584,0.0,0.0006363177885297316,0.0002155636990730761,0.0018083182640144665,0.0018248175182481751,0.000177367860943597,0.4,0.05263157894736842,0.0,0.0,0,28,29,0,39,23,4,6,29,35,38
68fd1e64,26a88120,b00d1501,d16679b9,4cf72387,7e0ccccf,49b74ebc,37e4aa92,a73ee510,0e9ead52,c4adf918,e0d76380,85dbe138,b28479f6,2ebbf26a,1203a270,e5ba7672,b486119d,-1,-1,73d06dde,-1,32c7478e,aee52b6f,-1,-1,0.09375,0.08911772184083395,0.0,0.011363636363636364,1.1820144678570865e-05,0.0002155636990730761,0.29897528631705844,0.021897810218978103,0.009932600212841433,0.6000000000000001,0.7894736842105262,0.12121212121212122,0.0012970168612191958,0,15,8,6,3,9,9,35,11,10,17
87552397,8947f767,0dd92031,65cc5758,30903e74,3bf701e7,b72ec13d,6c41e35e,a73ee510,1853a68d,3547565f,89030724,12880350,b28479f6,a473257f,7fe42010,e5ba7672,bd17c3da,df1de58f,a458ea53,337e7933,-1,bcdee96c,42dd61f5,010f6491,3e9198a6,0.020833333333333332,0.0001271294177472667,0.0018917001655237645,0.10227272727272728,9.259113331547178e-05,0.006466910972192283,0.0162748643761302,0.032846715328467155,0.11369279886484568,0.4,0.4473684210526315,0.0,0.038910505836575876,0,10,15,31,6,17,2,9,2,32,35
05db9164,404660bb,0491ef5f,250a1f5b,25c83c98,fbad5c96,2c7bd1f3,0b153874,a73ee510,3b08e48b,e51bf5bd,b3efdaa9,84620f02,b28479f6,abcca5c1,f2480acd,776ce399,4b17f8a2,21ddcdc9,5840adea,72557d9e,-1,32c7478e,b34f3128,f0f449dd,99f4f64c,0.0,0.0006356470887363335,0.0,0.125,0.0010441127799404265,0.0,0.0006027727546714888,0.06021897810218978,0.04114934373891451,0.0,0.02631578947368421,0.0,0.06744487678339818,0,31,29,20,26,30,0,48,42,43,30
39af2607,73a46ff0,71a318e5,5714e30c,25c83c98,7e0ccccf,81bb0302,062b5529,a73ee510,175d6c71,b7094596,6c6c6fff,1f9d2c38,07d13a8f,376a23f2,5c0831b0,e5ba7672,da507f45,21ddcdc9,a458ea53,24da1a62,-1,32c7478e,4ac791f9,ea9a246c,79beb634,0.020833333333333332,0.0007627765064836002,0.0,0.045454545454545456,0.000451135521898788,0.002371200689803837,0.007233273056057866,0.014598540145985401,0.011528910961333806,0.4,0.10526315789473684,0.0,0.007782101167315174,0,37,26,10,40,17,19,16,23,22,15
05db9164,e5fb1af3,fcf0d042,490f5e56,25c83c98,13718bbd,175f4be6,0b153874,a73ee510,49f10262,1f36d28a,12233f9f,0a8a3875,07d13a8f,b5de5956,590a689c,07c540c4,13145934,55dd3565,a458ea53,9b3fb903,-1,3a171ecb,e30e360a,3a6f6b59,23318562,0.010416666666666666,0.0002542588354945334,0.0028375502482856467,0.2159090909090909,0.0015504089770058784,0.016382841129553783,0.0024110910186859553,0.03467153284671533,0.011706278822277403,0.2,0.05263157894736842,0.0,0.02464332036316472,0,32,31,38,15,31,15,37,35,8,9
68fd1e64,8084ee93,02cf9876,c18be181,25c83c98,7e0ccccf,970f01b2,0b153874,7cc72ec2,3b08e48b,36bccca0,8fe001f4,80467802,07d13a8f,422c8577,36103458,2005abd1,52e44668,-1,-1,e587c466,-1,55dd3565,3b183c5c,-1,-1,0.0,0.0002542588354945334,0.00023646252069047056,0.022727272727272728,0.0,0.0,0.0006027727546714888,0.009124087591240875,0.000354735721887194,0.0,0.02631578947368421,0.0,0.0025940337224383916,0,31,24,14,33,25,0,37,0,0,34
5bfa8ab5,287130e0,f10b8f8b,202fca20,4cf72387,fbad5c96,ce4f7f55,5b392875,a73ee510,d7026747,38f692a7,766a3e49,6e5da64f,07d13a8f,10040656,4390abb5,e5ba7672,891589e7,6f3756eb,5840adea,64554bf6,c9d4222a,32c7478e,4b3abb84,e8b83407,56133ed0,0.03125,0.004958047292143402,0.0015370063844880586,0.03409090909090909,3.349040992261745e-05,0.0006466910972192282,0.0018083182640144665,0.0036496350364963502,0.000532103582830791,0.4,0.05263157894736842,0.0,0.0038910505836575876,0,37,4,13,27,4,13,16,21,16,31
68fd1e64,791f3f76,d032c263,c18be181,4cf72387,7e0ccccf,970f01b2,0b153874,7cc72ec2,3b08e48b,36bccca0,dfbb09fb,80467802,07d13a8f,876a7e78,84898b2a,2005abd1,0f4a15b0,-1,-1,0014c32a,-1,55dd3565,3b183c5c,-1,-1,0.0,0.0003813882532418001,0.0,0.0,0.0,0.0,0.0,0.0018248175182481751,0.0,0.0,0.0,0.0,0.0,0,19,0,0,33,0,0,31,37,0,34
05db9164,38a947a1,73b008f7,6a61afdb,4cf72387,fbad5c96,45e063a0,0b153874,a73ee510,8fc9f40a,da89cb9b,ff8e3fdb,165642be,1adce6ef,e68feea8,93303b07,e5ba7672,659bdb63,-1,-1,af4e79ad,-1,32c7478e,498c3321,-1,-1,0.0,0.0005085176709890668,0.0,0.0,0.03433358024302217,0.0043112739814615214,0.0024110910186859553,0.0018248175182481751,0.0031926214969847464,0.0,0.02631578947368421,0.0,0.0,0,25,23,12,11,20,36,21,25,17,13
05db9164,1329e144,50ed02b7,1d134ad6,25c83c98,7e0ccccf,423ac2e7,6c41e35e,a73ee510,28daff0d,52497132,c265d2c9,1c717231,1adce6ef,e1572535,4e15e5ca,3486227d,98bf96cf,9653bb65,a458ea53,0d281e44,-1,423fab69,acd8372a,cb079c2d,505dde7b,0.05208333333333333,0.14441901856089498,0.0011823126034523528,0.11363636363636365,0.000573277016910687,0.0036645828842422935,0.10970464135021098,0.029197080291970802,0.1481021638879035,0.4,0.6052631578947368,0.010101010101010102,0.01297016861219196,1,13,7,7,3,8,8,24,10,11,14
68fd1e64,bfdcfc4a,05433ac6,87df9185,43b19349,7e0ccccf,00dd27a6,0b153874,a73ee510,9b2a83c5,55065437,9a4d595c,80dcea18,1adce6ef,2a7a147e,7c3a3dc0,3486227d,ffd53157,21ddcdc9,5840adea,6b2690ec,-1,32c7478e,16efccd5,e8b83407,aa5f0a15,0.0,0.0002542588354945334,0.0010640813431071175,0.06818181818181819,0.0007052686324880616,0.0,0.0006027727546714888,0.018248175182481754,0.002128414331323164,0.0,0.02631578947368421,0.020202020202020204,0.007782101167315174,1,30,9,13,26,6,37,31,7,6,37
2b92c0d2,a0e12995,871319bd,0f2dd3b0,25c83c98,7e0ccccf,c14e7c84,062b5529,a73ee510,3b08e48b,69593bb9,796884f2,140b1e5d,1adce6ef,78c64a1d,c376c946,776ce399,1616f155,21ddcdc9,5840adea,4074f7f4,-1,55dd3565,0b825353,9b3e8820,984e0db0,0.0,0.0002542588354945334,0.005675100496571293,0.17045454545454544,3.447542197916502e-05,0.0,0.0006027727546714888,0.02737226277372263,0.002660517914153955,0.0,0.02631578947368421,0.0,0.019455252918287935,0,0,19,46,17,23,23,29,38,16,7
05db9164,78c51e9e,011fabfa,1601be24,25c83c98,13718bbd,03bcb38d,0b153874,a73ee510,960e3dcd,419d31d4,b023c9a7,08961fd0,1adce6ef,e9910d7d,7dad682e,3486227d,ecf26b99,-1,-1,759441af,-1,423fab69,4003a508,-1,-1,0.0,0.0003813882532418001,0.002128162686214235,0.20454545454545453,0.020101141037966303,0.032765682259107566,0.041591320072332724,0.032846715328467155,0.04522880454061724,0.0,0.15789473684210525,0.0,0.023346303501945522,0,3,3,11,15,3,42,2,20,26,39
09ca0b81,0b8e9caf,5841e1c8,85a4691c,25c83c98,7e0ccccf,bb328b9f,0b153874,7cc72ec2,297dd509,a2a217b9,60d59d42,953707c2,ad1cc976,1e33dfc1,cb8e9784,e5ba7672,a7a5c186,-1,-1,454499f0,-1,c3dc6cef,08b0ce98,-1,-1,0.0,0.004830917874396134,0.0007093875620714117,0.06818181818181819,0.08096700603615388,0.0,0.0006027727546714888,0.012773722627737226,0.001064207165661582,0.0,0.02631578947368421,0.0,0.007782101167315174,0,25,12,26,20,28,47,21,21,21,23
be589b51,09e68b86,ee413b40,a2280e0a,4cf72387,7e0ccccf,b9abeb8c,0b153874,a73ee510,b6168da6,79c3312f,bd2119bc,253e8774,b28479f6,52baadf5,66e5d600,3486227d,5aed7436,b8a0b6d7,b1252a9d,26ed70be,-1,32c7478e,1c56ba74,e8b83407,64f08cc6,0.010416666666666666,0.07360793287566741,0.0,0.10227272727272728,0.001892208160627886,0.046346195300711365,0.047619047619047616,0.0656934306569343,0.16371053565094004,0.2,0.36842105263157887,0.020202020202020204,0.011673151750972763,0,3,3,11,23,3,3,4,4,44,39
05db9164,421b43cd,34ad56fc,29998ed1,25c83c98,7e0ccccf,dc7659bd,0b153874,a73ee510,efea433b,e51ddf94,6aaba33c,3516f6e6,b28479f6,2d0bb053,b041b04a,e5ba7672,2804effd,-1,-1,723b4dfd,-1,3a171ecb,b34f3128,-1,-1,0.010416666666666666,0.0007627765064836002,0.0010640813431071175,0.09090909090909091,0.015037194055255235,0.0,0.0,0.06751824817518248,0.0,0.2,0.0,0.010101010101010102,0.010376134889753566,0,25,38,45,34,20,49,38,21,36,46
05db9164,b78edce9,b00d1501,d16679b9,25c83c98,7e0ccccf,d8bd8f84,0b153874,a73ee510,6705fa4e,d5a66f22,e0d76380,7f3c5570,b28479f6,2b9e95e8,1203a270,07c540c4,66fcfcc7,-1,-1,73d06dde,-1,32c7478e,aee52b6f,-1,-1,0.010416666666666666,0.0027968471904398677,0.0005911563017261764,0.05681818181818182,0.004441419362973003,0.08945893511532658,0.0018083182640144665,0.038321167883211674,0.08673288400141893,0.2,0.07894736842105263,0.0,0.006485084306095979,0,42,45,4,36,34,29,48,40,37,3
05db9164,38a947a1,238ebccd,0fe8b362,25c83c98,7e0ccccf,970f01b2,0b153874,7cc72ec2,3b08e48b,36bccca0,611460df,80467802,b28479f6,e8973e1f,86f33268,2005abd1,a30a2069,-1,-1,90ffdd27,-1,bcdee96c,435d5ea7,-1,-1,0.0,0.0003813882532418001,0.00035469378103570584,0.03409090909090909,0.0,0.0,0.0,0.005474452554744526,0.0,0.0,0.0,0.0,0.0038910505836575876,0,18,24,0,33,26,34,29,37,25,34
05db9164,38a947a1,8e862e24,dc64cb2c,b0530c50,7e0ccccf,b3b280b5,0b153874,a73ee510,3b08e48b,3e38ef40,96e389b3,5e419718,b28479f6,a8830f2c,fe49babc,e5ba7672,6de7a3ee,-1,-1,f2e48b5a,-1,85d5a995,9c2bbbda,-1,-1,0.0,0.0002542588354945334,0.0018917001655237645,0.20454545454545453,0.003806086586499818,0.016167277430480707,0.006630500301386378,0.03467153284671533,0.011351543100390209,0.0,0.05263157894736842,0.0,0.023346303501945522,0,23,26,32,15,13,31,17,22,8,9
b455c6d7,2705da39,a684a111,7a5fc78c,65be028e,7e0ccccf,78f06ef9,5b392875,a73ee510,3b08e48b,57f01cf7,afdf9a65,f0ba98ce,1adce6ef,15c5d1cb,a5bf2db0,e5ba7672,66c3058a,-1,-1,887e0ae4,-1,32c7478e,043ce596,-1,-1,0.010416666666666666,0.005212306127637935,0.00035469378103570584,0.06818181818181819,0.0033283557390742457,0.0,0.0006027727546714888,0.041970802919708027,0.001064207165661582,0.2,0.02631578947368421,0.0,0.007782101167315174,1,21,38,20,26,4,38,16,21,19,37
5a9ed9b0,09e68b86,fb81783a,c911d728,25c83c98,13718bbd,9a4f2943,0b153874,a73ee510,86b46b2e,4a00b569,7601c00c,42ef23bb,07d13a8f,36721ddc,6fedbc92,d4bb7bd8,5aed7436,37c0d2e7,a458ea53,9c422865,-1,32c7478e,3fdb382b,e8b83407,49d68486,0.010416666666666666,0.0003813882532418001,0.00035469378103570584,0.022727272727272728,0.0020754204031457344,0.0017245095925846087,0.0024110910186859553,0.005474452554744526,0.0037247250798155373,0.2,0.10526315789473684,0.0,0.0025940337224383916,0,26,25,37,10,24,11,36,41,38,12
68fd1e64,f0cf0024,51546964,745c6c18,25c83c98,-1,ce80bb26,c8ddd494,a73ee510,60bbdab0,158e4baf,179a11e3,369e2611,b28479f6,fdb1071f,4bcf344c,d4bb7bd8,cc693e93,21ddcdc9,5840adea,2d1f75c0,-1,32c7478e,b0fb6a50,ea9a246c,61556511,0.010416666666666666,0.0006356470887363335,0.0028375502482856467,0.011363636363636364,0.00429268254243432,0.020694115111015304,0.0012055455093429777,0.016423357664233577,0.00886839304717985,0.2,0.05263157894736842,0.0,0.014267185473411154,0,39,35,41,38,34,32,27,42,3,40
68fd1e64,287130e0,f5f32be3,9ef88074,25c83c98,7e0ccccf,3ce91fbf,5b392875,7cc72ec2,abda2673,b9ec9192,a362e02d,df5886ca,b28479f6,9efd8b77,8c2e55d1,e5ba7672,891589e7,23a4bfcf,a458ea53,ce1f188a,-1,c7dc6720,48ba1aac,e8b83407,2055fe54,0.0,0.0002542588354945334,0.0928115393710097,0.022727272727272728,0.0731657105482971,0.09441690019400734,0.0006027727546714888,0.014598540145985401,0.0024831500532103584,0.0,0.02631578947368421,0.0,0.01815823605706874,0,29,27,41,20,29,23,18,43,21,40
68fd1e64,097e9399,77f2f2e5,d16679b9,25c83c98,7e0ccccf,468a0854,0b153874,a73ee510,3b08e48b,a60de4e5,9f32b866,605bbc24,b28479f6,1718dff1,31ca40b6,8efede7f,97029569,21ddcdc9,b1252a9d,dfcfc3fa,-1,32c7478e,aee52b6f,2bf691b1,f8d62db8,0.010416666666666666,0.0038138825324180014,0.00023646252069047056,0.03409090909090909,0.0016981607854880142,0.012502694546238412,0.0012055455093429777,0.020072992700729927,0.02128414331323164,0.2,0.05263157894736842,0.020202020202020204,0.0038910505836575876,0,32,31,20,42,31,26,49,7,6,41
68fd1e64,c41a84c8,0a266224,759c4a2e,25c83c98,-1,804d2f11,0b153874,a73ee510,2860ede1,1aa6cf31,99dfd83a,3b03d76e,b28479f6,e3eb97c7,62b5674b,e5ba7672,5911fc7e,-1,-1,28ee216d,-1,32c7478e,590b856f,-1,-1,0.010416666666666666,0.024408848207475208,0.0,0.0,0.0016006445918898046,0.0015089458935115326,0.018083182640144666,0.012773722627737226,0.013302589570769775,0.2,0.2631578947368421,0.0,0.0,0,23,15,12,29,14,2,20,2,17,13
d330a670,09e68b86,90389317,e12b252f,25c83c98,6f6d9be8,8c28e5b5,0b153874,7cc72ec2,4a22eada,ae4c531b,f87889e2,01c2bbc7,b28479f6,52baadf5,e04be0c5,e5ba7672,5aed7436,55dd3565,b1252a9d,72bde881,-1,32c7478e,39fe175c,e8b83407,1c7f8927,0.0,0.0062293414696160685,0.0005911563017261764,0.022727272727272728,0.05894312146380671,0.020262987712869152,0.0006027727546714888,0.0036496350364963502,0.001241575026605179,0.0,0.02631578947368421,0.0,0.0025940337224383916,1,25,13,39,31,28,39,21,25,34,24
05db9164,38a947a1,c231fa17,878735a2,25c83c98,3bf701e7,0df4df10,5b392875,a73ee510,acccca1c,4d8549da,d5d6ff17,51b97b8f,b28479f6,206c5a0c,2489ee5a,e5ba7672,2ef5e1bc,-1,-1,3ac3851e,ad3062eb,bcdee96c,b258af68,-1,-1,0.010416666666666666,0.1309433002796847,0.0,0.022727272727272728,0.0008313501757261509,0.002586764388876913,0.0753465943339361,0.020072992700729927,0.00957786449095424,0.2,0.21052631578947367,0.010101010101010102,0.0025940337224383916,0,2,2,16,3,2,2,2,2,18,17
5bfa8ab5,b961056b,5432921d,f6f30123,25c83c98,7e0ccccf,0e352bf4,1113544c,a73ee510,c16dd063,e93fcc6d,863e573f,5fcd3498,b28479f6,d2160250,c9df9574,e5ba7672,0d6480a8,-1,-1,adcf1fd1,-1,32c7478e,71292dbb,-1,-1,0.0,0.0001271294177472667,0.0,0.0,0.010260870593056057,0.014658331536969174,0.006027727546714889,0.0018248175182481751,0.012593118126995389,0.0,0.07894736842105263,0.0,0.0,1,23,13,2,11,18,5,17,22,2,2
05db9164,e3a0dc66,1701e1d8,da13cca9,25c83c98,fe6b92e5,d2dbdfe6,0b153874,a73ee510,71c30a63,7e40f08a,9311a066,1aa94af3,b28479f6,35679327,354a37d9,d4bb7bd8,b608c073,-1,-1,7b877178,-1,32c7478e,f2e9f0dd,-1,-1,0.010416666666666666,0.0010170353419781336,0.0,0.0,0.007161037651100849,0.07221383918948049,0.0012055455093429777,0.0036496350364963502,0.005675771550195104,0.2,0.05263157894736842,0.0,0.0,0,39,5,48,35,38,45,49,41,47,27
